draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,lambda_atk.1,lambda_atk.2,lambda_atk.3,lambda_atk.4,lambda_def.1,lambda_def.2,lambda_def.3,lambda_def.4
2095,-901.0105732998771,0.9138496701958365,0.003042604197779464,3.0,7.0,0.0,903.2457164568248,0.6442387492519117,0.6960017939775869,0.7241588683565577,0.6133499145966703,0.4413149838682401,0.41087377799845193,0.47910133246926523,0.5035977383433935
2096,-901.4968383807729,0.946362407598795,0.003042604197779464,3.0,7.0,0.0,904.0261938439461,0.6604849105298064,0.6473526339515753,0.7863624724418853,0.7087735922000986,0.48021739775356004,0.5154281924654394,0.4345454828283084,0.46960930686302854
2097,-898.5489996099042,0.9777713163634637,0.003042604197779464,3.0,7.0,0.0,904.0383680634185,0.7109094211485435,0.702929452889939,0.8288297183322904,0.716212519780132,0.4842758067635849,0.48730423772516807,0.5030360183360084,0.5166828020210312
2098,-899.7393811140408,0.8014926556399877,0.003042604197779464,2.0,3.0,0.0,901.1904823708763,0.7063455974628358,0.7498659289806193,0.7918020226458954,0.7350507442689217,0.5008366660667347,0.5114496196074512,0.4648784844042795,0.5161704345100616
2099,-899.3506210565853,0.8390260725900678,0.003042604197779464,8.0,383.0,0.0,904.8491662709117,2.844662727616297,2.8958525533556263,3.227108793074314,3.0559181252228735,2.0356961557162947,2.110659507752206,1.938121200124162,2.015642594147077
2100,-900.1967268931298,0.9514186129194899,0.003042604197779464,8.0,295.0,0.0,902.8771470340025,0.3037363767826634,0.3225023451656963,0.3448708901671927,0.32386497779184803,0.21357565793579095,0.21236084811634676,0.24057478687167383,0.21157240654935341
2101,-899.9832853706381,0.9953323349245459,0.003042604197779464,9.0,631.0,0.0,902.4828809734344,0.003315468548104013,0.0032026453989162556,0.003741963627869044,0.003286654041125129,0.0022006280981164807,0.0024448924551197333,0.002232679430571988,0.0022606505601977496
2102,-900.0278125291526,0.9259126595143887,0.003042604197779464,9.0,719.0,0.0,903.0871465374904,0.009143114046700257,0.009481935191424137,0.010503705434147362,0.009121414913650448,0.006476081183853514,0.006790503598958438,0.00610667038882686,0.006426741462496386
2103,-903.5502971445663,0.7429688750207094,0.003042604197779464,2.0,3.0,0.0,905.7268637270233,0.009035902145639294,0.008220208282433729,0.011507305667222316,0.009034638853878237,0.006298250033450059,0.006346400297538228,0.005949821655704251,0.006685634591216144
2104,-903.3634198554857,0.9651170856884992,0.003042604197779464,3.0,7.0,0.0,906.2840947779819,0.008530038623737288,0.009915478414824647,0.008930619544431735,0.00950829131717034,0.006264408108537372,0.006322685026839465,0.0065142392804671346,0.006055434931950267
2105,-902.3146921852726,0.9958410935313129,0.003042604197779464,3.0,7.0,0.0,905.9530258915302,0.009915388637175416,0.009541578340312747,0.011566355904291732,0.008673602883474952,0.00652038648726899,0.0069332136223553414,0.00622040706496975,0.006963585304064878
2106,-900.3365774136283,0.9858640644652991,0.003042604197779464,8.0,455.0,0.0,904.736039097963,0.5998181230114237,0.6186909391956946,0.7049886947204794,0.6287957158229392,0.4582033032976661,0.40630936590520167,0.4321817812970175,0.4155848863422301
2107,-901.4129340370831,0.6625843844907466,0.003042604197779464,2.0,7.0,0.0,907.8032110280699,0.577796685882807,0.6301806232986092,0.6884319231075758,0.6808930978893598,0.446310470527661,0.4124695977439163,0.4055076838649028,0.4492304174589494
2108,-900.3367451452858,0.9945906164209664,0.003042604197779464,2.0,7.0,0.0,902.8244643157398,0.5814992347472174,0.6013286301192451,0.7211927004018839,0.6528745802260901,0.44914080923039335,0.434799499676478,0.40270904931774565,0.42942640621612155
2109,-901.070064046855,0.9236272965937645,0.003042604197779464,3.0,7.0,0.0,903.5949839735513,0.6129089465918882,0.6290418939897735,0.6215301585860263,0.6224405773847644,0.390081311334207,0.40564509243124786,0.46049363589815256,0.40662053070450377
2110,-899.6048507004776,0.9901517856283394,0.003042604197779464,3.0,15.0,0.0,902.3883303500454,0.5438329395236443,0.5685483635628114,0.6662711593927049,0.5691772436047153,0.4152413245503446,0.3949589798657083,0.3798034796023107,0.42769512145093724
2111,-901.8348103859081,0.7821196149192602,0.003042604197779464,3.0,7.0,0.0,903.8316340228635,0.5509296163788078,0.5598117840684133,0.5994684267414397,0.5506370048912342,0.35659052057674634,0.3928337153851043,0.44029116996418965,0.3947217515989681
2112,-900.9294498030271,1.0,0.003042604197779464,3.0,7.0,0.0,902.7705128179095,0.5165283142409445,0.5747076800250529,0.6409479813579878,0.5319301190438253,0.405641780539818,0.39828604171403154,0.35932509376185134,0.3964844091771625
2113,-900.7455143805931,0.8379160980002897,0.003042604197779464,5.0,55.0,0.0,908.1504682361689,0.4170161192198017,0.4242383073209505,0.41171400777588724,0.40610240060624764,0.26603689298003447,0.26519622600856946,0.294665745668673,0.2728046533253096
2114,-901.7739574534222,0.9646083592545956,0.003042604197779464,3.0,7.0,0.0,902.445317229696,0.4189212491423562,0.41926161556042096,0.5117446574960857,0.41872385055266625,0.3035541094022495,0.2930973342143433,0.2613210897456528,0.29784209406664497
2115,-900.4438168436845,0.9911420489438086,0.003042604197779464,8.0,439.0,0.0,904.1882133453936,0.06598027477826217,0.07216985668889521,0.07969988519403208,0.0736826046084117,0.04760924638917183,0.048376748082647816,0.05016966978004969,0.04612323385787312
2116,-900.8774772530496,0.7752505556185119,0.003042604197779464,3.0,7.0,0.0,906.1009979339025,0.07042028113685042,0.07144469401848641,0.08168475869231809,0.06414532870269841,0.04757809231617055,0.05044167359030399,0.0464483365124451,0.053597420995795245
2117,-899.3952621808173,0.9517781791005868,0.003042604197779464,8.0,407.0,0.0,903.8040237994729,0.5305194394613293,0.49789567068882296,0.5692052154134655,0.5299760639368287,0.3306696409622902,0.3616602257392681,0.36436339448623895,0.3784778765730385
2118,-901.3321106716722,0.9235692825314015,0.003042604197779464,3.0,7.0,0.0,901.6060788711056,0.4844480168839791,0.5613049977208696,0.6116160693445809,0.563951735084872,0.3778492491844183,0.34125514218960895,0.37424730576533277,0.403231949991721
2119,-901.2444758624814,0.9650543715831681,0.003042604197779464,3.0,15.0,0.0,903.3655119667123,0.5442376264348927,0.5528375732358984,0.5905561047400584,0.4736084384745186,0.3590991925918331,0.370134950737867,0.364033013708771,0.3683057074194527
2120,-900.2745116121276,0.9180164316030108,0.003042604197779464,3.0,7.0,0.0,904.1793214818125,0.47878024892457927,0.47922336475507954,0.5665890979361039,0.5211642054800277,0.3383190568175851,0.3403037979302883,0.3370795308101997,0.38158959767719786
2121,-898.2137187266908,0.9433784609169461,0.003042604197779464,2.0,3.0,0.0,901.7007521471429,0.5038547217819166,0.5214158180862145,0.5570941171098667,0.5134973187258706,0.33977069556445827,0.344418700502806,0.3626652221467778,0.3645187319889736
2122,-902.2058024935052,0.5469993593836812,0.003042604197779464,3.0,7.0,0.0,907.2991838693852,0.4974637472726409,0.5232045609972144,0.5592978512867651,0.4748669538988774,0.3157193193509701,0.36598940874818287,0.37151852639198224,0.3460679578415026
2123,-903.8617320925696,0.9178952943922006,0.003042604197779464,3.0,7.0,0.0,907.7036129273777,0.47684441592173504,0.4731627828152007,0.6124155416336095,0.5563697934807644,0.3803855226810883,0.3347205710865466,0.34615694735723496,0.36144948661122894
2124,-904.4699865924813,0.7675697082172369,0.003042604197779464,3.0,7.0,0.0,911.1384050547686,0.520905690747275,0.5495712127429773,0.5468505007490796,0.5294509120354206,0.3337796770130822,0.3598306440500634,0.31578142971661166,0.3646642455180373
2125,-905.0429604585913,0.8770659996828579,0.003042604197779464,3.0,7.0,0.0,909.989118466534,0.4992458207026217,0.5234352956413737,0.6341379528147182,0.5162646333469526,0.3912379356349941,0.33974135434898545,0.4152214097463893,0.3768420334938302
2126,-901.3317025784169,0.978748912632971,0.003042604197779464,4.0,23.0,0.0,908.6882876157877,0.585856983631665,0.6763034901701894,0.7078626737573309,0.5918078469279959,0.42447926772263006,0.45507947517239344,0.43987475129420867,0.45154235432193524
2127,-899.4671118995245,0.9586432907085739,0.003042604197779464,5.0,39.0,0.0,904.0476332406251,0.6537006802442773,0.7301031356899601,0.8008942761947747,0.7204407824441285,0.4773354210017219,0.5043592792759216,0.48564364285758366,0.493830797899766
2128,-900.8893345186577,0.858541470765923,0.003042604197779464,3.0,7.0,0.0,903.5828130284385,0.6608585405442893,0.7574424136931476,0.7713602590423942,0.6789138717509257,0.45926879915356955,0.5048345511587686,0.4822506961217294,0.49780684557222776
2129,-899.9785517895023,0.7154327899498977,0.003042604197779464,3.0,7.0,0.0,907.1255099030463,0.6700389273227417,0.6587208707468882,0.7637914807640956,0.6905695566793492,0.43323940285430884,0.4920609657836433,0.446689020870331,0.4675937076139786
2130,-900.1702920658801,0.7732686080684263,0.003042604197779464,8.0,431.0,0.0,907.1951896147096,0.006425235589446087,0.007034673056405412,0.007751531649933945,0.006237360331953909,0.004579701195746489,0.004697538291282649,0.004585663826625307,0.005002557070052098
2131,-899.5404610377615,0.943716407938903,0.003042604197779464,3.0,7.0,0.0,904.0925977246184,0.0066868815038513,0.006694982389927836,0.006964035900012445,0.0066624051287905925,0.004595429567502135,0.004340615852251939,0.004757070862243631,0.004788461540351019
2132,-901.9264744169053,0.5874930744466145,0.003042604197779464,3.0,7.0,0.0,906.2594264616203,0.0064914819123493865,0.006394581076793964,0.007804206365162942,0.006703459894726482,0.004222607237867548,0.0048057416483418235,0.004226283461151097,0.004546151732206954
2133,-901.2189007614232,0.9828537423127262,0.003042604197779464,3.0,7.0,0.0,906.1045897854477,0.006747849695955318,0.007065922569377877,0.007222730295676249,0.0063902470174367326,0.0046793508039481724,0.00415110827769519,0.004636765052729714,0.0051025809604617455
2134,-899.8279502673097,0.8992163459356646,0.003042604197779464,9.0,783.0,0.0,905.7446642589562,1.5263876961671717e-05,1.5581588772744662e-05,1.6030897687007598e-05,1.5028944493299284e-05,1.0238692300034276e-05,1.0283374371848968e-05,1.009940364419337e-05,1.0579100787799474e-05
2135,-899.6234555159539,0.8719558809625877,0.003042604197779464,10.0,1023.0,0.0,903.5371510711022,6.438306107277069,7.119961604959759,7.042332263115999,6.322303702140173,4.535541872878819,4.3251395589845805,4.613232726287207,4.864295055669502
2136,-900.3011286044617,0.8909739914451222,0.003042604197779464,6.0,95.0,0.0,903.4331562708368,5.9598270674210525,5.654030755608768,7.0817691782889405,6.236610670481721,4.292471264986503,4.140429991975413,4.060158213922562,4.373535513277375
2137,-898.9783617167018,0.9981704710698256,0.003042604197779464,8.0,311.0,0.0,901.26685663083,0.3793434237309919,0.4108894574020109,0.4658184663668622,0.40053296072039174,0.281168272513215,0.2871883118646531,0.27637049129720803,0.286402739360848
2138,-899.0195729488009,0.9741263583087766,0.003042604197779464,3.0,7.0,0.0,901.0036787431568,0.4226796409871181,0.4345152830761161,0.44450544600105446,0.4309219920606879,0.27915700727221415,0.2936760496007958,0.3001529697516845,0.30964398705933033
2139,-901.5473503218986,0.5762376452797807,0.003042604197779464,2.0,3.0,0.0,905.9814142292553,0.410321017114963,0.4098920836870131,0.4689465620908679,0.4376628056807633,0.28155795172381776,0.2818033284467991,0.30402324344482984,0.3343042870468951
2140,-899.238963042445,0.820866282842765,0.003042604197779464,2.0,3.0,0.0,905.6551894558669,0.42432179646634494,0.4153626037255878,0.4511488712413582,0.4295778706860447,0.2914503985714254,0.30068485768720216,0.29827636979584643,0.30989560257380233
2141,-901.8066690996731,0.5686105719031749,0.003042604197779464,3.0,7.0,0.0,908.7745837113483,0.3872283881198609,0.4543237369064254,0.4837888391813588,0.444430650531824,0.2836740309723637,0.27260162711603086,0.28242955756549737,0.3111988108330062
2142,-899.9099761145801,0.8511024688118588,0.003042604197779464,3.0,7.0,0.0,904.6206824387767,0.44648888756134786,0.426345234332092,0.489266788562737,0.4266687154648227,0.3080313673626918,0.30348809941884003,0.30547549664326534,0.29138515375042034
2143,-900.6220663249142,0.7616932208764775,0.003042604197779464,3.0,7.0,0.0,906.1977194578831,0.4417006203550637,0.44234472509994377,0.4847176200291841,0.4408063043578378,0.32423692496702755,0.2989360910759156,0.2824915936745,0.31061563122671265
2144,-900.4974460255105,0.976709290885739,0.003042604197779464,3.0,7.0,0.0,902.8351030619997,0.4371896686535966,0.4541231305825268,0.5001665160203593,0.4141884818928205,0.28755886628603367,0.2842447184451993,0.319519553789864,0.33694464825147474
2145,-901.1563629886468,0.9689166669682282,0.003042604197779464,6.0,79.0,0.0,903.716694017474,0.18165301118703328,0.2080104198887468,0.227411072729017,0.2055949297092964,0.1490200485330541,0.13785061828142228,0.1280085202211427,0.14004531069174148
2146,-903.0920035540831,0.9036636130268966,0.003042604197779464,3.0,7.0,0.0,904.7137819991459,0.2275924332430216,0.21614887716693354,0.2032251780169637,0.2157073968196231,0.13560046974633228,0.1426083244540422,0.15068023509866924,0.15306347751218094
2147,-901.3337414470426,0.9733899601568441,0.003042604197779464,7.0,255.0,0.0,906.8148235798179,0.5832569296437327,0.5895341680037808,0.6320393217469511,0.5554549338431644,0.3792040107920537,0.37415549976746315,0.450172169911185,0.4284950590529034
2148,-900.9250998554722,0.9686576418334637,0.003042604197779464,3.0,7.0,0.0,905.1485206289173,0.541881661715916,0.5632434317408042,0.6703308515869519,0.561560880575175,0.408077709211885,0.4149766568605718,0.38148438620154523,0.37767283612839003
2149,-899.9095705631361,0.6953957640235203,0.003042604197779464,3.0,7.0,0.0,906.70170108391,0.5505056929178739,0.5571570270667474,0.5921615064324965,0.5889043755155601,0.36486485683985903,0.36572241547183765,0.3764169656298517,0.3985117833293259
2150,-899.7695568707607,0.9812600663538991,0.003042604197779464,3.0,7.0,0.0,901.1256106018789,0.543799096922854,0.5336618473450438,0.5897610021263809,0.543164020887203,0.3714858498197673,0.39420593815149907,0.3892781006459733,0.4066270032844239
2151,-899.876682090443,0.9488830088014261,0.003042604197779464,8.0,375.0,0.0,901.7553118225554,0.2428309698308175,0.23195963314713272,0.2603596411692782,0.23465826368489756,0.15037336027398807,0.15856820490100243,0.16049557718773932,0.15948091674228398
2152,-899.8279265009969,0.9764709552973221,0.003042604197779464,9.0,839.0,0.0,902.5152780918737,0.006495584261899762,0.006064463336147704,0.007397758006043506,0.006758928633119023,0.0043770396566679744,0.004494127180709185,0.004376329273382303,0.004623003485802806
2153,-899.5440029298431,0.881355913058348,0.003042604197779464,4.0,23.0,0.0,902.8422929086098,0.007017465683318459,0.007009157563156317,0.007791502984183169,0.0073290521635998125,0.004714408464179698,0.004656348330894901,0.004875375988998204,0.005248813722094514
2154,-899.5741622391605,0.9838239643099934,0.003042604197779464,9.0,735.0,0.0,901.7329675839443,0.0628066968798367,0.06512972751657531,0.06810559952775995,0.06003060322298668,0.04498757444702817,0.04140817238041569,0.04393585083271875,0.0461217592681529
2155,-900.9286802867719,0.8597588999106104,0.003042604197779464,7.0,143.0,0.0,904.8180587425973,0.02166418265046394,0.020886585947456453,0.024100742280509273,0.023968636229054707,0.015492742879305422,0.016098665086307192,0.015201904807575635,0.01462101834983149
2156,-900.5579243471182,0.866424160636354,0.003042604197779464,3.0,7.0,0.0,904.1826736732013,0.021288352975070673,0.023197331396167312,0.023758929373346307,0.020782447466764553,0.014741365018714538,0.014884315558946315,0.01601092902886251,0.014686966008888894
2157,-902.0382046549303,0.8353773328118267,0.003042604197779464,3.0,7.0,0.0,904.5584316756483,0.023075172758373393,0.023292807705172114,0.023398386292004917,0.02118024712852423,0.014822096829275192,0.01455765718107775,0.015601556301272275,0.01441300535667495
2158,-899.7483535780399,0.9754312854196546,0.003042604197779464,3.0,7.0,0.0,903.9656535292683,0.022286157762759728,0.021045116920753493,0.023983959289255043,0.021828160226852536,0.013737499823831751,0.014734312498641468,0.014936612160730951,0.015962065829971117
2159,-902.2297726820018,0.7514079682776343,0.003042604197779464,3.0,7.0,0.0,905.2722641205122,0.022257185618686556,0.02109610676207578,0.025363760968286752,0.0205122016620274,0.016049983571770114,0.014837175956184523,0.014045416609176206,0.016519847743477097
2160,-900.99999069191,0.9946294153342192,0.003042604197779464,8.0,343.0,0.0,906.0936365016968,3.006696833133459,2.8810210552740347,3.1226592903832473,2.7265689975783807,2.0969465384831953,1.932116891335201,2.0015492660030643,2.1332693274328065
